id,name,address,time,phone,menu,link
259,쌈전,서울 서대문구 거북골로 21-8 1층~4층,,0507-1351-0540,,https://pcmap.place.naver.com/restaurant/1539351238/home
260,한맛인삼한약막걸리,경기 하남시 수리북로 32,,031-793-3075,오도둑구이 왕꼼장어구이 등갈비구이 매운등갈비구이 무뼈닭발구이 돼지껍데기구이 시샤모구이 노가리구이 ,https://pcmap.place.naver.com/restaurant/19423604/home
261,교동전선생 여의도에스트래뉴점,서울 영등포구 국제금융로2길 37 S-TRENUE,,02-6404-4042,,https://pcmap.place.naver.com/restaurant/21295716/home
262,달빛한스푼,서울 서초구 방배중앙로 165 에코빌딩 1층,,02-535-8848,,https://pcmap.place.naver.com/restaurant/18225527/home
263,산솔,서울 용산구 신흥로 47,,0507-1352-2255,,https://pcmap.place.naver.com/restaurant/1281719454/home
264,단골손님 구로디지털점,서울 구로구 디지털로32나길 22,,0507-1376-2242,,https://pcmap.place.naver.com/restaurant/1009772184/home
265,토담,서울 용산구 청파로45길 37,,02-701-9322,,https://pcmap.place.naver.com/restaurant/21048837/home
266,술개구리,서울 마포구 양화로6길 77 2층,,0507-1446-1160,돼지고기 숙주볶음 술개구리 감자전 두부김치 해물 짱뽕탕 ,https://pcmap.place.naver.com/restaurant/36424106/home
267,뚱딴지냉막걸리 작전본점,인천 계양구 효서로 363,,032-542-0822,,https://pcmap.place.naver.com/restaurant/21479747/home
268,두레박7080라이브민속주점,경기 군포시 산본천로 224-1,,031-399-1334,,https://pcmap.place.naver.com/restaurant/1214449534/home
269,술도둑,경기 수원시 영통구 대학1로8번길 78-8,,0507-1407-0552,베이컨감자전 모짜렐라김치전 골뱅이소면 메밀전병 ,https://pcmap.place.naver.com/restaurant/38338084/home
270,대반전 오목교본점,서울 양천구 신목로 102 대경프라자,,0507-1417-3445,,https://pcmap.place.naver.com/restaurant/37069468/home
271,누룩나무,서울 종로구 인사동16길 13,,02-722-3398,,
272,잔칫집,경기 광주시 경안안길 58,,0507-1358-9484,,https://pcmap.place.naver.com/restaurant/1941519131/home
273,김삿갓주점,서울 강서구 공항대로46길 83,,02-2603-1550,,https://pcmap.place.naver.com/restaurant/206881489/home
274,풍년막걸리,인천 서구 가정로 122,,032-574-2560,,https://pcmap.place.naver.com/restaurant/16796711/home
275,사랑마루,경기 의왕시 오전로 216,,0507-1432-2426,,https://pcmap.place.naver.com/restaurant/1184288963/home
276,짚동가리쌩주 양재역점,서울 서초구 남부순환로350길 19-5,,02-574-7005,육해공 고추장불고기 닭갈비 리코타치즈샐러드 새콤달콤골뱅이 소세지&후렌치후라이 소고기스테이크 짚쌩후라이세븐 오돌오돌 짜글이 깐풍치킨 봉봉 데리야끼 마늘똥집 순살 크리스피 치즈볼 ,https://pcmap.place.naver.com/restaurant/33674775/home
277,몽우,서울 광진구 면목로7길 13 1층,,070-8233-0321,못된너부리 버럭 세트 득도한야옹이 동굴 세트 보노보노 무사안일 세트 포로리 요리조리 세트 큰도롱뇽 고독 세트 ,https://pcmap.place.naver.com/restaurant/1600259876/home
278,바탕골전집,인천 부평구 세월천로 11-8 1층 바탕골전집,,0507-1417-6113,,https://pcmap.place.naver.com/restaurant/1124077846/home
279,왕빈자전통주막 동탄2신도시점,경기 화성시 지산1길 17-4 102호,,031-373-8836,,https://pcmap.place.naver.com/restaurant/1903570903/home
280,시골막걸리와부침개,경기 안양시 만안구 양화로136번길 52,,,,https://pcmap.place.naver.com/restaurant/1593915617/home
281,주왕산얼음막걸리 병점점,경기 화성시 효행로 1014,,,김치전 계란말이 파전 번데기 민물새우탕 ,https://pcmap.place.naver.com/restaurant/37134433/home
282,인사동모퉁이,경기 성남시 수정구 시민로 141 1층 인사동모퉁이,,0507-1482-0261,세트메뉴 5번 세트 메뉴 4번 세트 메뉴 3번 세트 메뉴 2번 세트 메뉴 1번 음료 사이다 콜라 산사춘 청하 맥주 소주 칠갑산 구기자 주(맑은 동동주) 인사동 막걸리(지평) 노가리 대구포 육포,https://pcmap.place.naver.com/restaurant/1349465396/home
283,정막걸리,서울 성동구 마조로1길 40-1 지하1층,,0507-1320-8515,해물짬뽕탕 나가사키짬뽕 부대찌개 오뎅탕 해물순두부 김치찌개 고추장파불고기 꿀꿀이 두부김치 매콤불족발 소 매콤불족발 대 해물떡볶이 골뱅이 치즈계란말이 참치깻잎계란말이 초장오징어 ,https://pcmap.place.naver.com/restaurant/37485998/home
284,교동전선생 분당수내점,경기 성남시 분당구 수내로46번길 20 맛자랑멋자랑,,031-719-0299,,https://pcmap.place.naver.com/restaurant/20613561/home
285,허깨비주막,서울 종로구 종로52길 50-6,,02-3675-5343,,https://pcmap.place.naver.com/restaurant/20474030/home
286,교동전선생 서여의도점,서울 영등포구 국회대로74길 12 남중빌딩,,02-786-4042,,https://pcmap.place.naver.com/restaurant/21908417/home
287,막걸리연구소,경기 화성시 동탄지성로 17 풍성위버폴리스 상가 B동 108호,,0507-1338-8737,,https://pcmap.place.naver.com/restaurant/1061090612/home
288,한식술집 돌,서울 성북구 보문로34길 87 1층,매일 17:00-24:00,0507-1336-5824,"노돈보쌈, 뭉티기, 전복내장 파스타, 메로조림, 낙지젓갈 볶음밥, 곤드레 아란치니. 무우 튀김",
289,박가네 빈대떡,서울 종로구 종로32길 7,매일: 08:00 - 22:00,02-2264-0847,"박가네 삼합, 맷돌 빈대떡,고기 빈대떡, 해물 빈대떡, 마약김밥(2인), 육회탕탕이, 육회사시미, 산낙지탕탕이, 육회, 간, 천엽, 육회냉면, 모둠전 특, 모둠전 대, 해물파전, 고기완자 2장",
290,미주류,서울 광진구 면목로31 (1층),"월, 화, 수 16:00-24:00 금, 토 16:00-새벽 01:00 (매주 일요일 정기휴무)",0507-1301-4864,"한돈 보쌈, 한우 육회, 치즈 감자전, 등심튀김, 메밀전병, 해물파전, 감태밥",
291,청주한씨,서울특별시 성동구 연무장길 41-22 지하 1층,평일 17:00-22:00 토요일 17:00-21:30(매주 일요일 휴무),070-4086-0933,"청주한씨 술상, 열기구이, 삼치구이, 브리치즈구이, 국물떡볶이, 마른안주",
292,우리술집다람쥐,서울 종로구 서순라길 101(1층),평일 17:00-23:30 주말 16:00-23:30,070-4258-8880,"고기완자전, 제주 피순대구이, 반건조 생선구이, 황태 어묵탕, 다람쥐 순두부 찌개, 코코넛 닭강정, 토하젓 파스타, 다람쥐 삼합, 도가니찜, 멜팅 브리, 후식 아이스크림",
293,오보강,서울특별시 용산구 우사단로10길 135 1층 오보강,평일 18:00~03:00시 (매주 월화 휴무),0507-1308-7806,"바지락술찜 파스타, 고추장찌개, 트러플 전복버터구이, 삼겹살 쌈장구이, 먹태구이, 바지락탕",
294,서우막걸리,서울 마포구 동교로46길 25 202호,"평일17:00 - 01:00시 (금요일,토요일 17:00~03:00 일요일 휴무)",02-417-9233,"두툼 돼지육전,치즈 불닭볶음,마약 옥수수 튀김,순두부 쫄면찌개",
295,도르리,서울 광진구 천호대로109길 7 1층,"매일 17:00-1:00 (화요일 휴무, 낮술 사전예약 및 4시대 오픈 가능)",02-6398-1010,"우니와 단새우, 제철조개술찜, 2+한우육회, 오믈렛 감자전, 명란구이",
296,삼씨오화,서울 마포구 마포대로4가길 41,"매일 11:30 - 13:30 (주말 정기휴무, 내부 사정으로 인하여 점심 영업중)",02-715-3355,"칼만둣국, 봄나물전, 목살구이에 곁들여 먹는 홍어장과 오이지 삼합, 삼씨오화 군만두, 참가자미 구이, 갑오징어숙회, 만두전골",
297,윤달,서울 마포구 동교로 262-3 B1층,"매일 17:00 - 00:00 (라스트오더 23:30, 화요일 휴무)",0507-1362-6725,"소고기 사태수육 전골, 고추장 돼지꼬리 구이, 미도어묵탕, 생선구이와 된장나물무침",
298,주방문,서울 강서구 마곡중앙로 171 207호,"매일 18:00-02:00(라스트오더 01:00, 일요일 휴무)",0507-1326-4406,"계절숙성회, 해산물, 제철메뉴",
299,주052,서울 성동구 고산자로14길 26,"매일 16:00-21:00(라스트오더 20:00, 월요일 휴무)",02-2281-0343,"언양불고기, 장어국수, 편육샐러드, 052 누룩육회",
300,"늘,안암",서울 성북구 고려대로24가길 13-2 1F,"매일 17:00-01:00, 정기휴무 인스타그램 공지(@neul.anam)",0507-1329-1748,"한우 도가니 어묵전골, 웅치기 닭, 늘 닭볶음탕, 늘 떡볶이",
301,작정,서울 강남구 논현로163길 13-4 지하1층,"매일 18:00~02:00(거리두기 기간 14:00~22:00, 일요일 휴무)",0507-1446-8123,맡김차림(8코스)예약필수,
302,독도16,서울 종로구 자하문로33길 10 1층,"매일 18:00~21:00(월요일, 일요일 휴무)",0507-1359-1811,제철 생선 구이,
303,금남정,서울 성동구 금호산2길 18 1층,"매일 17:30-23:55 (매주 일요일 휴무, 격주 월요일 휴무)",0507-1359-3280,마늘 버터 명란 구이,
304,미주가,서울특별시 은평구 갈현동 452-12 1층 좌측,"매일 19:00-04:00 (02:00 입장 마감) , 매주 일요일 휴무",02-356-9345,"이베리코구이, 소프트크랩튀김, 부채살스테이크",
305,요릿집,서울특별시 서대문구 연희맛로 36,"매일 12:00-16:00 (낮술 코스요리 예약제로 운영), 매일 17:00-01:00",02-395-7004,제철 재료로 일주일에 한번 바뀌는 한식 코스요리,
306,연남고집,서울특별시 마포구 동교로38길 7,"평일 17:00-22:00, 주말 16:00-22:00, 매주 화요일 휴무",02-6080-2457,"오겹살 수육, 가리비백합탕, 전라도식육전",
307,성북동 막걸리,서울 성북구 동소문로2길 25,매일 15:00 ~ 02:00,02-747-6165,"파전, 막걸리",
308,산울림1992,서울 마포구 서강로9길 60,매일 17:00   01:30일요일 15:00낮술타임[15시~18시:한국술1+1(한정)],0507-1425-0118,"치즈감자전, 반상세트",
309,이박사 신동막걸리,서울 마포구 토정로 263,매일 12:00 ~ 23:30일요일 휴무,02-702-7717,"막걸리, 굴조개찜, 한우등심구이",
310,얼쑤,서울 마포구 어울마당로 136-3 2층,매일 17:00 ~ 01:00 일요일 휴무,02-333-8897,"막걸리, 파전",
311,가제트 술집,서울 마포구 양화진길 5,매일 17:00 ~ 01:30일요일 17:30 ~ 00:30,070-7529-7850,"막걸리, 감자전 등",
312,막걸리이야기,서울 관악구 남부순환로272길 8,"평일 18:00 ~ 22:00토요일 15:00 ~ 20:00일요일 휴무, 공휴일 휴무",02-588-1516,수육,
313,팔뚝집,서울 도봉구 도봉로 181길 70,평일 16:00~ 24:00주말/공휴일 낮 1시~밤 12시 (매주 월요일 휴무),070-8899-1711,"따판지, 만두전골",
314,담은,서울 서초구 잠원동 69-2 반포쇼핑타운 4동 지하,매일 17:00 ~ 01:00,02-536-7500,"모듬전, 돈 담은 육전",
315,마법갈비 요술꼬치,서울 강남구 선릉로157길 26,매일 17:00~03:00,02-543-9289,"닭완자 꼬치, 대파&amp;닭",
316,취하당,서울 강남구 강남대로 442,매일 11:00 ~ 02:00,0507-1302-5717,"차돌숙주볶음, 오색빛깔 모듬전",
317,2018년 5월,서울 감남구 연주로170길 27,매일 18:00 ~ 01:00,010-6572-1571,"배추전, 보쌈",
318,청담만옥,서울 강남구 언주로152길 13,월~토 11:30 ~ 01:00 (일요일 휴무),02-6673-8888,"성게알알알, 청담한상",
319,달빛보쌈,서울 강남구 선릉로111길 8,"평일 11:30-22:30주말, 공휴일 휴무",02-540-7890,"달빛모둠보쌈, 달빛 술상",
320,매향이네 주막,서울 강남구 봉은사로18길 90,매일 05:00 ~ 02:00,02-555-6057,"숙주 듬뿍 닭볶음탕, 베이컨 김치전",
321,대동집 강남점,서울 강남구 봉은사로18길 88,매일 15:30 - 03:00,02-554-4574,"대동보쌈세트, 육회, 육전, 해물파전",
322,이파리,서울특별시 서대문구 연희맛로 4 다송빌딩 2층,매일 17:00 - 00:00일요일 휴무,02-336-5188,"조선간장 육회, 도가니 된장전골",
323,두두,서울 종로구 동숭2길 3-4,매일 16:00 - 01:00,010-9119-1884,"명태무침보쌈, 명란구이",
324,더 그리핀 (The Griffin),서울 종로구 청계천로 279,매일 18:00 ~ 02:00,02-2276-3344,우리술 칵테일,
325,익선반주,서울 종로구 돈화문로11다길 31,매일 11:30 ~ 22:30주말 11:30 ~ 22:30,02-529-3979,"맵계, 문어 카르파치오, 불고기지짐이",
326,반기다,서울 종로구 익선동 166-52,매일 11:30 ~ 22:00,02-6408-6511,"퓨전 한식, 막걸리 칵테일 등",
327,반구절점,전북 전주시 완산구 전라감영4길 16-7 1층,월-금 18:00-02:00 일 17:00-24:00,0507-1369-8996,"순두부찌개, 김치 치즈 전 스틱, 불고기메밀 쌈, 육회 타르타르, 모둠어묵탕, 베이컨 감자전, 부추 새우 전 스틱, 맥적구이, 떡갈비 지짐, 토마토 범벅. 팽이버섯 튀김, 어란 슬라이스, 명란구이, 수제약과, 들깨라면",
328,까치호랑이,대전 유성구 궁동로18번길 61 2층,매일 18:00-새벽02:00 (매주 일요일 휴무)(매달 첫째주 월요일 휴무),0507-1418-1636,"새우 부추튀김,토종 닭 무침,호랑이 육전,된장수육 큰상,마라 순두부찌개",
329,교우,창원특례시 성산구 상남동 14-3 진성빌딩 1층,평일 17:00~02:00/금토-17:00~03:00(연중무휴),010-3467-2230,"남도식 육회,장아찌 삼겹,항정살 스테이크 파스타,수육 전골,누릉지 불고기 전골, 불고기 땡초 크림 파스타,육전,조개술찜,돼지고기 짜글이",
330,잔 3.0,경기 화성시 동탄하나1길 61,매일 17:00 - 새벽 01:30 (일요일 휴무),070-8777-3839,"육회소면, 닭강정, 들기름 연어 묵은지 무침, 나가사키 어묵탕, 불 맛 삼겹 볶음",
331,을해,경기 남양주시 도농로중촌2길 8-16,매일 17:00-02:00 (일요일 휴무),0507-1342-1083,"우설수육, 돼지꼬리찝, 유린기, 베이컨 크림 파스타",
332,천춘일 식당,"부산 동구 자성로75번길 29 그린빌리지103호, 천춘일 식당",매일 06:00-00:00,010-3059-9713,"숯불돼지 갈비구이, 한우암소육회, 녹두 빈대떡",
333,정갈,경기도 고양시 일산동구 일산로 30 효성레제스오피스텔 111호,매일 17:00~01:00(월요일 휴무),0507-1346-0256,"돼지갈비구이, 항정 삼합, 꽃 육회, 바지락 술찜",
334,주인 : 술과 사람,대구 서구 서대구로3길 55 1층,매일 18:00-03:00(월요일 휴무),0507-1338-7102,"순살 닭볶음탕, 크림새우퐁듀, 치즈감자전, 스팸 고추장 찌개",
335,선운산풍천장어,대구 달서구 달구벌대로243길 36,"평일 11:00-20(주문마감 23:00), 일요일 11:00-22:00, 공휴일 11:00-23:00",0507-1313-0839,풍천장어구이,
336,해달별담,"전남 여수시 웅천남4로 17, 2층 207호",매일 18:00~01:00(월요일 휴무),010-2297-4160,"방풍 새우전, 육전",
337,명륜미술관,강원 원주시 남원로647번길 14 2층,"월-목 17:30-24:00, 금-토 17:30-01:00, 일요일 휴무",0507-1323-4525,"동해안 비단 조개탕, 가리비찜",
338,일호선,경기 수원시 영통구 중부대로271번길 19-6 1층 일호선,매일 17:00 - 22:00 매주 일요일 휴무,031-216-7892,"한우육회, 닭묵은지찜",
339,사이반주,강원도 춘천시 우묵들길5 1층,매일 18:00-01:00,033-253-9994,"전 플레이트, 장흥 삼합, 해물 김치전, 콰트로 치즈 김치전",
340,삼강주막마을,경북 예천군 풍양면 삼강리길 91,매일 09:00 ~ 18:00,054-655-3132,"막걸리, 두부, 도토리묵",
341,부부술집 0325,경기 고양시 일산동구 무궁화로93번길 29,매일 15:00 ~ 00:00,070-8272-3108,"오징어볶음, 해물파전 등",
342,와이즈,제주특별자치도 서귀포시 천제연로 209-1 2층,18:00-01:00 일요일 휴무,064-738-7302,"메뉴변동, 우리술",
343,도전,강원도 강릉시 하슬라로 206번길 19-1 1층,월~토요일 16:00 ~ 02:00 일요일 16:00 ~ 24:00,033-645-2346,"꼬막무침, 홍어삼합",
344,왕탁,(본점)대구 남구 봉덕동 712-5(2호점) 대구 중구 삼덕동 149-71,(본 점) 17:00 ~ 2:00 / 일요일 휴업(직영2호점) 17:00 ~ 2:00 / 연중무휴,0507-1418-2133,"수제두부짜글이, 육납무",
345,산성막걸리,부산 부산진구 부전로96번길 28,-,051-802-9995,"홍어 사합, 매콤 두루치기",
346,동래할매파전,부산 동래구 명륜로94번길 43-10,매일 12:00 ~ 22:00월요일 휴무,051-552-0792,"동래파전, 동래고동찜, 골뱅이무침",
347,주화담,부산 동래구 온천천로 155,평일 17:30 ~ 2:00 주말 17:30 ~ 3:00,010-5764-5363,주화담떡갈비 얼큰새우탕 육전+새우부추전,
348,술곳간,부산 수영구 무학로21번길 98 1층,17:00 - 03:00 / 월요일 휴무,0507-1417-0784,"막걸리, 약청주, 증류소주, 청어알쌈, 돼지갈비구이",
349,귀빈전,부산 연제구 쌍미천로 151번길 48,17:30 ~ 2:00 / 일요일 휴무,051-852-3455,"귀빈모듬전, 막걸리 등",
350,옛촌막걸리 본점,전북 전주시 완산구 서신천변로 11 옛촌막걸리 본점,,063-272-9992,[런치세트] 한주전자 [런치세트] 두주전자 [런치세트] 세주전자 커플상 가족상 잔치상 스페셜상 김치찜 철판보리굴비 홍어삼합 들깨삼계탕 간장게장밥 대하구이 족발 떡갈비 ,https://pcmap.place.naver.com/restaurant/11886663/home
351,용진집막걸리,전북 전주시 완산구 거마산로 14,,0507-1314-8164,가족한상차림 커플상 보리굴비 막걸리(1병) 소주/맥주 모주 바나나막걸리 밤막걸리 음료,https://pcmap.place.naver.com/restaurant/13420132/home
352,옛촌막걸리,전북 전주시 완산구 팔달로 144-4,,063-232-9991,한상 (기본상) 옛촌 작은상 두상 세상 네상 저세상 옛촌 큰상 김치찜 철판보리굴비 홍어삼합 들깨삼계탕 간장게장밥 대하구이 족발 떡갈비 ,https://pcmap.place.naver.com/restaurant/37462977/home
353,남도집,전북 전주시 완산구 거마산로 11,,0507-1320-1636,3~4인 남도한상 2인상 기본상 간장게장밥 홍어삼합 홍어회 닭모래집볶음 왕조기구이 저염명란구이 육전,https://pcmap.place.naver.com/restaurant/34836869/home
354,두여인생막걸리,전북 전주시 완산구 거마산로 9,,063-221-0271,국내산 쌀막걸리 커플상(2인기준) 가족상(3~4인기준) 스페셜상차림,https://pcmap.place.naver.com/restaurant/21037891/home
355,다가양조장,전북 전주시 완산구 전주객사1길 5 세일건재한약방,,063-231-5210,"새참(보쌈,골뱅이무침,부침개set) 여러지역 막걸리 국물냄비닭발 닭똥집볶음 골뱅이쫄면 부침개 다가밥 ",https://pcmap.place.naver.com/restaurant/394705492/home
356,천년누리봄,전북 전주시 완산구 경기전길 38-8,,0507-1303-8813,[저녁]명품양반상 [점심]제육 강된장쌈밥(2인이상) [점심]연잎수육 강된장쌈밥(2인이상) [저녁]임금님수리상 [저녁]임금님잔치상 [점심]누리비빔밥 해물파전 폭탄계란찜 모주한잔,https://pcmap.place.naver.com/restaurant/21037887/home
357,옛촌막걸리 삼천점,전북 전주시 완산구 거마산로 22 1층,,0507-1319-5477,커플상(2인) 가족상(3인) 잔칫상(4인) 큰상(5인) 한상 두상 세상 네상 다섯상 저세상 막걸리 한 주전자 막걸리 반 주전자 밤 막걸리,https://pcmap.place.naver.com/restaurant/1587280401/home
358,복막걸리,전북 전주시 완산구 거마산로 12,,063-224-3062,커플상 가족상 스페샬 모듬전 육전 동태전  호박전  버섯전 고기깻잎전 고기김치전 꼬치오색전 ,https://pcmap.place.naver.com/restaurant/17461188/home
359,길손네학사주점,전북 전주시 덕진구 권삼득로 321,,063-271-6453,닭도리탕(한마리) 닭도리탕(반마리) 김치찌개 된장찌개 제육볶음 두부김치 오징어볶음 ,https://pcmap.place.naver.com/restaurant/17040255/home
360,누룩꽃피는날 전북대점,전북 전주시 덕진구 명륜3길 18-1 2층,,063-271-2216,왕낙지해물쫄면 마약육전&쫄면 ,https://pcmap.place.naver.com/restaurant/13573455/home
361,동막골,전북 남원시 요천로 1537 동막골,,063-625-8953,연탄돼지갈비 돼지고기주물럭 갈비전골 갈비찜(소) 갈비찜(중) 낚지볶음 황태구이 파전 삼합 ,https://pcmap.place.naver.com/restaurant/17331600/home
362,골목집막걸리,전북 전주시 덕진구 송천중앙로 106-4,,,,https://pcmap.place.naver.com/restaurant/1895270899/home
363,누룩꽃피는날 원광대점,전북 익산시 익산대로58길 34,,,치즈듬뿍 해물김치전 치즈듬뿍 불고기파전 해물듬뿍파전 부추야채해물전 마약육전&비빔쫄면 싱싱 깻잎전 외할머니 보쌈 소 외할머니 보쌈 대 유자샐러드 족발 항아리 골뱅이 쫄면 왕낙지 해물짬뽕탕 스팸부대찌개 얼큰톡톡 알탕 나가사키 통오징어 백짬뽕탕 왕낙지곱창전골 ,https://pcmap.place.naver.com/restaurant/1819736628/home
364,홍집,전북 군산시 동신영길 47-3 홍집,,063-446-9912,막걸리(한주전자) ,https://pcmap.place.naver.com/restaurant/13400002/home
365,가인막걸리,전북 전주시 완산구 동문길 28,,063-282-6455,막걸리(한 주전자) 4인한상차림 2~3인상 제육 오징어볶음 새우튀김 족발,https://pcmap.place.naver.com/restaurant/13420133/home
366,전주막걸리,전북 전주시 완산구 거마산로 16-1,,0504-2015-1938,커플상(2인) 가족상(3-4인) 스페셜(4인) 게장밥 삼합 산낙지 석화 계란찜,https://pcmap.place.naver.com/restaurant/37351776/home
367,누룩꽃피는날 중앙점,전북 전주시 완산구 전주객사3길 11-7 1층,,0507-1423-4701,막걸리 왕낙지 쫄면 볶음 ,https://pcmap.place.naver.com/restaurant/38273963/home
368,유랑,전북 전주시 완산구 석산1길 16 102호 유랑,,010-2811-6488,,https://pcmap.place.naver.com/restaurant/1589755624/home
369,누룩꽃피는날 아중점,전북 전주시 덕진구 아중중앙로 5,,063-242-1331,모듬전 치즈듬북 불고기 파전 마약육전& 비빔쫄면 오징어순대 보쌈전 치즈듬뿍 해물김치전 해물듬뿍파전 싱싱 깻잎전 외할머니 보쌈 왕낙지곱창전골 잔칫집 불낙전골 왕꼬막야채 쫄면무침 항아리 골뱅이 쫄면 왕낙지 해물 쫄면볶음 데리야끼 순살 닭떡볶음 순살치즈철판 닭갈비 ,https://pcmap.place.naver.com/restaurant/37944209/home
370,손수막걸리,전북 전주시 완산구 중산로 20 1층 손수막걸리,,0507-1305-6237,,https://pcmap.place.naver.com/restaurant/1780923589/home
371,옛촌막걸리 나운동점,전북 군산시 하신1길 14 아와비,,0507-1409-8695,첫번째 두번째 가자미 계란후라이 전 ,https://pcmap.place.naver.com/restaurant/233725121/home
372,누룩 전주객사점,전북 전주시 완산구 전주객사2길 11 1층 누룩,,0507-1429-7401,,https://pcmap.place.naver.com/restaurant/1483090114/home
373,새참막걸리,전북 전주시 덕진구 권삼득로 233-1,,063-906-2155,생막걸리 첫주전자 알밤 첫주전자 소주2병 or 소주1+맥주1 닭볶음탕 닭똥집 홍어탕-대 홍어탕-소 홍어찜 조기구이 조기매운탕 두부김치 제육볶음 국물닭발 김치찌개 토종백숙,https://pcmap.place.naver.com/restaurant/38561982/home
374,김삿갓막걸리,전북 정읍시 청수3길 26-1 갈비하우스,,063-536-7003,,https://pcmap.place.naver.com/restaurant/17304188/home
375,소리마당,전북 전주시 덕진구 건지산로 53-1,,063-277-1869,참옻닭 묵은지닭볶음탕 한방백숙 고추튀김 비빔국수 ,https://pcmap.place.naver.com/restaurant/17040263/home
376,다정집,전북 전주시 완산구 상거마4길 25 (삼천동1가) 1층,,063-223-9116,커플상 가족상 스페셜 병치 삼합 ,https://pcmap.place.naver.com/restaurant/1463453753/home
377,물레방아막걸리,전북 전주시 완산구 거마산로 10,,063-221-3971,,https://pcmap.place.naver.com/restaurant/1091208046/home
378,옹심이전주1호점,전북 전주시 완산구 산월2길 28,,063-237-5281,,https://pcmap.place.naver.com/restaurant/20495950/home
379,술타령,충남 천안시 동남구 청수4로 16 2층,,041-556-9876,파전 ,https://pcmap.place.naver.com/restaurant/1340945169/home
380,누룩꽃피는날 홍성점,충남 홍성군 홍성읍 월산1길 26,,041-633-0886,모듬전 치즈듬뿍 불고기파전 해물듬뿍파전 싱싱 깻잎전 외할머니 보쌈 小 외할머니 보쌈 大 왕낙지해물 쫄면볶음 데리야끼 순살 닭 떡볶음 순살치즈철판 닭갈비 한근 제육볶음 철판순대곱창볶음 김치 돼지고기 두루치기 치즈 불닭볶음면 왕낙지 해물짬뽕탕 스팸부대찌개 ,https://pcmap.place.naver.com/restaurant/37230743/home
381,정선생 천안두정점,충남 천안시 서북구 원두정5길 10 한윤리치빌,,041-555-3992,부추불고기 수육 냉채족발 두루치기 불오돌뼈볶음 불쭈꾸미볶음 골뱅이비빔 똥집볶음 두부김치 수제돈까스 정선생7형제튀김 왕새우튀김 대게살튀김 잔치잡채 옛날통닭,https://pcmap.place.naver.com/restaurant/31801587/home
382,솔뫼장터,충남 아산시 송악면 강당로 36,,041-544-7554,,https://pcmap.place.naver.com/restaurant/38326023/home
383,누룩꽃피는날 아산용화점,충남 아산시 용화로48번길 19-15,,041-548-8331,오징어튀김즉석떡볶이 나가사키통오징어백짬뽕탕 왕낙지 해물짬뽕탕 스팸부대찌개 얼큰 톡톡 알탕 푸짐 콩나물 불고기 추억의 참치찌개 해물 꼬치 어묵탕 스팸김치찌개 시원모듬조개탕 잔칫집 불낙전골 왕낙지 수제비 조개탕 맑은 어묵탕 ,https://pcmap.place.naver.com/restaurant/36030358/home
384,음봉양조장,충남 아산시 음봉면 음봉면로 28 충남 아산시 음봉면로 28,,041-543-2820,,https://pcmap.place.naver.com/restaurant/31248535/home
385,외암마을,충남 천안시 서북구 서부역10길 3,,041-592-1116,,https://pcmap.place.naver.com/restaurant/17661010/home
386,누룩꽃피는날 당진점,충남 당진시 시청1로 79,,041-354-5333,마약육전&비빔쫄면 새우완탕 닭다리봉&감자튀김 치즈듬뿍불고기파전 해물듬뿍파전 치즈듬뿍해물김치전 외할머니보쌈 왕낙지 해물쫄면볶음 데리야끼 순살 닭 떡볶음 순살치즈 철판 닭갈비 연탄불고기 김치돼지고기 두루치기 왕낙지 해물짬뽕탕 스팸 부대찌개 오징어 튀김즉석 떡볶이 ,https://pcmap.place.naver.com/restaurant/20958405/home
387,청석골,충남 천안시 서북구 쌍용14길 75,,041-577-5292,국산 홍어 중 홍어찜 간재미무침 중 수육 토종닭 ,https://pcmap.place.naver.com/restaurant/17400361/home
388,누룩꽃피는날 예천점,충남 서산시 호수공원6로 55,,041-681-6202,마약 육전&파채 해물듬뿍파전 치즈듬뿍 불고기파전 치즈듬뿍 해물김치전 싱싱깻잎전 오징어순대보쌈전 잔칫집불낙전골 왕낙지곱창전골 외할머니보쌈 왕낙지해물쫄면볶음 순살치즈철판닭갈비 쫄깃쫄깃야채동집볶음 데리야끼순살닭떡볶음 김치돼지고기두루치기 철판순대깻잎볶음 ,https://pcmap.place.naver.com/restaurant/700350428/home
389,삼거리주막,충남 천안시 동남구 천안대로 429-13 천안박물관,,041-551-6413,한우보양탕 떡만두국 도토리묵무침 해물파전 돼지보쌈 닭볶음탕 삼거리소머리국밥 장터소고기국밥 산채비빔밥 곤드레밥정식 굴밥정식 ,https://pcmap.place.naver.com/restaurant/32505149/home
390,술담,충남 천안시 동남구 수곡2길 17 성산빌딩,,041-576-7352,홍어삼합 모듬전 해물김치전 해물부추전 돼지김치찌개 ,https://pcmap.place.naver.com/restaurant/37348430/home
391,청담주막,충남 천안시 동남구 서부대로 257-13,,041-579-5622,,https://pcmap.place.naver.com/restaurant/1750698088/home
392,아산동막골,충남 아산시 배방읍 호서로 90 대판,,0507-1434-1818,,https://pcmap.place.naver.com/restaurant/21311325/home
393,성광주조,충남 당진시 순성면 봉소길 41,,0507-1407-2123,미담막걸리 1박스(20입),https://pcmap.place.naver.com/restaurant/19542120/home
394,백제인주조,충남 청양군 장평면 안터골길 6-1 장평양조장,,041-943-9464,구기토주 ,https://pcmap.place.naver.com/restaurant/20771306/home
